np_id,SMILES,target_id,activity_value
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NPT1249,5.123851640967086
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NPT208,3.113943352306837
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NPT612,5.123851640967086
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NPT668,5.4661258704182
NPC190945,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NPT713,4.658845776321837
NPC191104,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12,NPT109,3.383815365980431
NPC191104,CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12,NPT740,4.507855871695831
NPC191206,CCCc1cc(OC)cc(OC)c1C(=O)O,NPT178,4.301029995663981
NPC191337,CC(C)=CCC/C(C)=C/CC1=CC(=O)C=C(C)C1=O,NPT30,4.808210972924222
NPC191337,CC(C)=CCC/C(C)=C/CC1=CC(=O)C=C(C)C1=O,NPT570,2.3010299956639813
NPC191382,CN1C[C@H](C(O)=N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,NPT109,3.0
NPC191412,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,NPT178,4.477121254719663
NPC191459,COc1c(O)c(OC)c2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c1O,NPT319,5.0
NPC191489,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,NPT459,2.3010299956639813
NPC19149,O=C/C=C/c1ccc(O)c(O)c1,NPT319,1.4771212547196624
NPC19149,O=C/C=C/c1ccc(O)c(O)c1,NPT967,4.498310553789601
NPC191693,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,NPT1028,5.123851640967086
NPC191693,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,NPT1249,5.123851640967086
NPC191693,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,NPT459,5.025216566456243
NPC191693,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,NPT612,5.123851640967086
NPC191693,Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,NPT713,5.2730784731095195
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT12,5.0
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT178,4.740362689494244
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT41,2.505149978319906
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT441,3.57978359661681
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT68,2.6020599913279625
NPC19174,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,NPT740,4.625826713285711
NPC192040,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,NPT324,4.209515014542631
NPC19240,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,NPT109,2.845098040014257
NPC19240,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,NPT459,2.3010299956639813
NPC19240,O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,NPT967,5.0
NPC192638,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,NPT178,3.5658478186735176
NPC192638,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,NPT319,4.57978359661681
NPC192831,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,NPT178,4.748188027006201
NPC193280,CC(C)[C@@H]1N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC1=O,NPT1028,5.123851640967086
NPC193280,CC(C)[C@@H]1N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC1=O,NPT1249,5.123851640967086
NPC193280,CC(C)[C@@H]1N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC1=O,NPT612,5.123851640967086
NPC193280,CC(C)[C@@H]1N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC1=O,NPT668,3.505149978319906
NPC193280,CC(C)[C@@H]1N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N=C(O)[C@H](C)OC(=O)[C@@H](C(C)C)N=C(O)[C@@H](C(C)C)OC1=O,NPT713,3.538238500689552
NPC193410,C/C=C1/CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14,NPT66,5.344392273685111
NPC193471,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,NPT459,2.3010299956639813
NPC193528,COc1ccc(C2=C(c3ccc(O)cc3)CN3CCC[C@@H]3C2)cc1OC,NPT66,5.304318154490057
NPC193578,Cc1ccc2cc(C)ccc2c1,NPT208,4.7160033436347994
NPC193750,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@](C)(C(=O)O)C[C@H](O)[C@]3(C)CC[C@]21C,NPT68,5.0
NPC19380,CCOC(=O)[C@]1(O)C[C@@H](O)[C@@H](OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,NPT12,1.6384892569546374
NPC193881,COc1c2ccoc2c(OC/C=C(\C)CCC=C(C)C)c2oc(=O)ccc12,NPT740,4.045322978786658
NPC193976,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,NPT178,3.963787827345555
NPC194034,Cc1ccccc1OCC(O)CO,NPT713,6.0
NPC194277,C=C(C)[C@H](O)Cc1cc2ccc(=O)oc2cc1O,NPT204,5.113943352306837
NPC194281,COc1cc(O)cc2oc(-c3ccccc3)cc(=O)c12,NPT68,6.0
NPC194432,COc1cc(O)c2c(c1C)O[C@H](c1ccccc1)CC2=O,NPT441,2.7781512503836434
NPC194593,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,NPT740,3.146128035678238
NPC194764,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,NPT178,4.464638559095033
NPC194764,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,NPT441,1.6020599913279625
NPC194764,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,NPT967,2.7781512503836434
NPC194769,C=C1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(=O)c3ccccc3)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,NPT319,0.6989700043360189
NPC194856,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(O)c12,NPT261,4.3979400086720375
NPC195257,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3o2)ccc1O,NPT967,5.0
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT1028,4.364175632770619
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT1249,5.123851640967086
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT204,4.386142108930819
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT459,2.3010299956639813
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT612,5.123851640967086
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT66,4.385606273598312
NPC195268,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,NPT713,4.966923541198414
NPC195314,OC1=NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,NPT319,3.681241237375587
NPC195621,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1ccc(O)cc1O)CC3=O)C=CC(C)(C)O2,NPT43,3.666049738480516
NPC195675,COc1c(Cl)c(C)c2c(c1Cl)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,NPT319,3.6020599913279625
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT109,4.414973347970818
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT319,0.5563025007672873
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT459,2.3010299956639813
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT612,4.3222192947339195
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT668,10.018608270203458
NPC195788,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,NPT713,4.946206553842783
NPC195796,COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)ccc1O,NPT204,5.038222638368718
NPC196026,COC1=CC2=C3C=c4ccc(OC)c(OC)c4=CN3CCC2=CC1=O,NPT459,1.8512583487190752
NPC196137,CC(C)=CCc1c(O)c(C(=O)CC(C)C)c2oc(=O)cc(-c3ccccc3)c2c1O,NPT66,4.301029995663981
NPC196179,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,NPT459,4.7923916894982534
NPC196179,O=c1cc(-c2ccc(Oc3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)cc2)oc2cc(O)cc(O)c12,NPT740,4.0
NPC19622,C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O)COC(=O)/C=C/c1ccc(O)cc1,NPT30,4.068185861746161
NPC19622,C/C(=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O)COC(=O)/C=C/c1ccc(O)cc1,NPT31,4.176091259055681
NPC196621,CC(C)=C[C@@H]1C(=O)C(C)=C[C@H]1C/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,NPT1087,1.783903579272735
NPC196753,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,NPT570,4.48572142648158
NPC196937,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc3c(c2)OCO3)cc(OC)c1OC,NPT109,2.9030899869919438
NPC196937,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc3c(c2)OCO3)cc(OC)c1OC,NPT110,5.0
NPC196976,O=C(CCCCCCCCc1ccc(O)cc1)c1c(O)cccc1O,NPT204,3.2648178230095364
NPC197087,N=C(O)CC[C@H](N)C(=O)O,NPT109,4.0
NPC197316,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,NPT12,3.8920946026904804
NPC197351,CC(C)=CCc1cc([C@@H]2CCc3ccc(O)cc3O2)ccc1O,NPT441,1.6020599913279625
NPC197425,O=c1cc(-c2ccccc2)oc2cccc(O)c12,NPT208,2.4913616938342726
NPC197470,COC(=O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N)CC(=O)O,NPT713,6.0
NPC197757,COc1cc(CCc2cc(O)cc(O)c2)ccc1O,NPT324,0.6720978579357175
NPC197766,COC(=O)C(C(=O)c1cc(Br)c(O)c(Br)c1)=C(C(=O)OC)c1ccc(O)c(Br)c1,NPT1087,4.6776069527204935
NPC198038,C=CC(C)(C)c1cc(CCCc2cc(O)c3c(c2CC=C(C)C)CCC(C)(C)O3)c(O)cc1O,NPT43,5.2609057676498
NPC198154,CC(C)=CCc1cc2c(cc1O)OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,NPT178,3.8920946026904804
NPC19841,C=C1C(=O)O[C@@H](CCCCCCCCCCCCC)[C@@H]1C(=O)O,NPT459,4.385606273598312
NPC198422,CC1=CC(=O)CC(C)(C)[C@@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,NPT43,5.176091259055681
NPC198714,CC1(C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C[C@@H]2C1=CC[C@H]1[C@]3(C)C[C@H]4O[C@H](C(C)(C)O)CC(=O)[C@](C)(O)[C@@H]4[C@@]3(C)CC(=O)[C@]12C,NPT178,3.44870631990508
NPC19890,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,NPT109,3.9030899869919438
NPC19890,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,NPT110,4.423245873936808
NPC199089,O=Cc1cc(O)c(O)c(Br)c1Br,NPT178,5.109915863023793
NPC199100,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,NPT261,2.8195439355418688
NPC199134,CCC[C@@H](O)C1=C(Br)/C(=C/Cl)OC1=O,NPT459,5.845098040014257
NPC19951,CCCCCCCCCCCCC/C=C/C(=O)O,NPT66,3.8976270912904414
NPC199851,COC(=O)C1=CO[C@@H](C)[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,NPT459,2.3010299956639813
NPC199926,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1,NPT441,4.227886704613674
NPC199926,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1,NPT967,5.831869774280502
NPC199936,C[C@@H]1C[C@@H]2[C@@](C)(CC[C@]3(C)[C@]4(C)C=Cc5c(cc(O)c(O)c5C=O)C4=CC[C@@]23C)CC1=O,NPT41,1.3979400086720377
NPC199977,CC(=O)OC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,NPT178,4.698970004336019
NPC200237,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3[C@@H](O)CC(=O)[C@@]3(C)C[C@H]12,NPT31,3.57978359661681
NPC200553,O=C(c1ccc(O)c(Br)c1)c1nccc2c1[nH]c1ccccc12,NPT1087,5.435047641339964
NPC200553,O=C(c1ccc(O)c(Br)c1)c1nccc2c1[nH]c1ccccc12,NPT1821,5.435047641339964
NPC200594,Cc1cc(O)cc2c1C(=O)Oc1cc3c(c(O)c1O2)C(=O)OC3,NPT319,4.587710965018911
NPC200645,C[C@H](CO)c1cc2c(c(O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@]1(C)CCC[C@](C)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]1CC2,NPT319,4.0
NPC200694,CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,NPT441,2.0
NPC200740,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1,NPT967,3.886490725172482
NPC200752,COC(=O)[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,NPT31,3.342422680822206
NPC200752,COC(=O)[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,NPT324,0.0
NPC200761,COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O,NPT178,4.238046103128795
NPC200935,COc1cc2c(ccc3cc(O)cc(OC)c32)cc1O,NPT324,0.47712125471966244
NPC201051,COc1ccc2c3c1O[C@H]1C[C@@H](O)CC[C@@]31CC[N@@+](C)([O-])C2,NPT204,5.301029995663981
NPC201055,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NPT1028,5.123851640967086
NPC201055,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NPT110,3.3010299956639813
NPC201055,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NPT1249,5.123851640967086
NPC201055,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NPT612,5.123851640967086
NPC201055,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,NPT713,5.435100801812753
NPC201136,COc1c(OC)c(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,NPT68,1.5899496013257077
NPC201357,COc1c(C)c(OC)c2c(c1O)CCc1c(O)cccc1O2,NPT30,4.519827993775719
NPC201357,COc1c(C)c(OC)c2c(c1O)CCc1c(O)cccc1O2,NPT31,4.519827993775719
NPC201406,CC(C)=C[C@H]1C=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)C(=O)O1,NPT178,4.698970004336019
NPC201419,COC1=C(C)C(=O)C2=C(CCc3cc(O)ccc3O2)C1=O,NPT30,4.54282542695918
NPC201419,COC1=C(C)C(=O)C2=C(CCc3cc(O)ccc3O2)C1=O,NPT31,4.004321373782642
NPC201459,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,NPT319,4.466867620354109
NPC201547,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,NPT668,4.491361693834273
NPC201655,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,NPT319,4.314288660947498
NPC201728,CCCc1cc(O)cc(O)c1C(=O)O,NPT178,3.1986570869544226
NPC201731,CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,NPT178,4.372912002970106
NPC201777,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,NPT109,4.477121254719663
NPC201777,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,NPT110,4.477121254719663
NPC201777,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,NPT208,4.205023821654169
NPC201889,C/C=C1\C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,NPT459,2.3010299956639813
NPC201967,O=C(/C=C/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,NPT324,0.7634279935629373
NPC202112,CC(=O)[C@@H]1OC(=O)c2cc(O)cc(O)c2[C@@H]1c1ccc(O)cc1,NPT68,4.599883072073688
NPC20235,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,NPT178,4.2405492482825995
NPC202389,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)CO,NPT204,4.42781057267599
NPC202389,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)CO,NPT439,5.301029995663981
NPC202605,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,NPT109,4.48572142648158
NPC202651,O=S1(=O)C[C@H](O)CS1,NPT178,4.243038048686294
NPC202666,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,NPT178,5.0
NPC202722,CC[C@H]1[C@H]2OC(=O)[C@@](C)(O)[C@H]2[C@]23CC[C@@H]([C@@H]4C[C@H](C)C(=O)O4)[NH+]2CCCC[C@H]13,NPT204,5.0
NPC20287,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,NPT109,4.6180480967120925
NPC20287,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,NPT208,4.278753600952829
NPC20287,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,NPT30,5.110589710299249
NPC20287,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,NPT31,5.096910013008056
NPC202918,CN1Cc2c(ccc3c2OCO3)[C@@]2(C)[C@@H](O)Cc3cc4c(cc3[C@@H]12)OCO4,NPT261,4.301029995663981
NPC203005,CC(=O)O[C@H]1C[C@@H]2C(=CC[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]23C)C[C@@]23O[C@@H]2[C@H]2OC[C@](C)([C@H]2N=C(O)c2ccccc2)[C@H]13,NPT204,3.4771212547196626
NPC203077,CC(C)=CCc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)cc(O)c1O,NPT178,3.7283537820212285
NPC203124,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(O)c1,NPT12,5.0
NPC203468,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,NPT109,4.0
NPC203795,CC[C@H](C)C(=O)C[C@H]1C2=COC(C)=CC2=CC(=O)[C@]1(C)O,NPT66,5.0
NPC203891,COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,NPT319,4.65991620006985
NPC203891,COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1,NPT967,4.562292864456475
NPC204251,C=CCSS/C=C/C[S+]([O-])CC=C,NPT31,3.531478917042255
NPC204353,C=C(C)C(O)C(O)c1cc2ccc(=O)oc2cc1OC,NPT459,2.3010299956639813
NPC204442,CC1(C)COC(=O)C1O,NPT713,6.0
NPC204450,C/C(=C\C(=O)CC(C)C(=O)O)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,NPT41,5.076276255404218
NPC204535,CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1,NPT1087,2.3010299956639813
NPC204644,CC1=CC[C@@H](O)[C@]2(C)[C@@H](OC(=O)/C=C/c3ccc(O)cc3)C[C@@H](C(C)C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12,NPT68,4.477121254719663
NPC204985,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,NPT178,3.7634279935629373
